Rial value of the line,Rial value of the line after discount,Rial value of the old line,brand,Rial value of invoice products,packaging,Number of product discounts,Rial discount calculated,Quantity purchased,Distributor,Sum of purchased quantity and product discount,Settlement discount percentage,Riyal volume discount percentage of the invoice,Riyal discount percentage of the line,Basket discount percentage,Discount percentage of the product line,Discount percentage of invoice goods,Percentage of total discounts for one product,Tax percentage on the invoice,Tax percentage on the line,Final tax percentage,invoice date day,invoice year month,The basic price of a product,Invoice serial number,The price of one item for the shopkeeper with all discounts applied,Store code,Shop class,Standard group,Strategic group,Bazar group,Invoice date month,Neighborhoods,Characteristic 2,Characteristic 3,area,Characteristic 1,Numeric area,How to settle,weight,Feature 1,Feature 2
2554415,2343500,2150000,Zari,4830000,nylon,0,0,10,Omid,10,0,0,0,0,0,0,0.00%,9,9,9,,140101,215000,10126506593,234350,101265,B,Spices and salt,Seasoning and spices,black pepper,,Ghole,,,3,,3,1,80,,
2557069,2345934.72,3153456,Setare,35958226,Pat,3,1002799.008,21,TakhtJamshid,24,0,0,19.25,0,12.5,0,3180.00%,9,5.769000053,9,,140101,131394,10169003302,97747.28,101690,B,Spices and salt,Seasoning and spices,Turmeric,,Janat,,,5,,5,1,90,,
2352000,2352000,2352000,Unknown,4852000,nylon,0,0,24,Sogol,24,0,0,0,0,0,0,0.00%,0,0,0,,140101,98000,10184400581,98000,101844,B,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,100,,
2352000,2352000,2940000,Immer,9480000,Pat,0,588000,12,Bal,12,0,0,20,0,0,0,2000.00%,0,0,0,,140102,245000,10125612286,196000,101256,B,Spices and salt,Seasoning and spices,garlic powder,,Nan,,,1,,1,1,100,,
2565375,2353555.28,2232000,Setare,48531086,Pat,0,73656,8,TakhtJamshid,8,3.260999918,0,0,0,0,0,330.00%,9,0,9,,140103,279000,10161409639,294194.41,101614,B,Spices and salt,Seasoning and spices,cinnamon,,Gharb,,,2,,2,1,90,,
2566943,2354994,2375336,Setare,6380296,Pat,0,213780.24,8,TakhtJamshid,8,3.042999983,0,6,0,0,0,900.00%,9,8.637000084,9,,140101,296917,10158506135,294374.25,101585,C,Spices and salt,Seasoning and spices,black pepper,,Safran,,,1,,1,1,90,,
2567226,2355252.96,2375784,Golijan,18086856,Pat,0,216196.344,12,Golijan,12,2.049999952,0,7,0,0,0,910.00%,9,0,9,,140102,197982,10132302542,196271.08,101323,C,Spices and salt,Seasoning and spices,curry spice,,Abadi,,,19,,19,1,80,,
2568641,2356551.72,2375784,Golijan,32256216,Pat,0,213820.56,12,Golijan,12,0,0,9,0,0,0,900.00%,9,5.826000214,9,,140102,197982,10139008091,196379.31,101390,B,Spices and salt,Seasoning and spices,curry spice,,Satar,,,2,,2,2,80,,
2570152,2357937.28,2375336,Setare,7293248,Pat,0,211404.904,8,TakhtJamshid,8,2.928999901,0,6,0,0,0,890.00%,9,8.303999901,9,,140101,296917,10185401817,294742.16,101854,C,Spices and salt,Seasoning and spices,black pepper,,Khale,,,8,,8,1,90,,
2360000,2360000,2360000,Unknown,3792000,nylon,0,0,8,Gilan,8,0,0,0,0,0,0,0.00%,0,0,0,,140102,295000,10161207282,295000,101612,B,Spices and salt,Seasoning and spices,cinnamon,,Hend,,,6,,6,1,0,,
2580133,2367094.24,2232000,Setare,11159920,Pat,0,60264,8,TakhtJamshid,8,2.703999996,0,0,0,0,0,270.00%,9,9.25,9,,140103,279000,10144207177,295886.78,101442,C,Spices and salt,Seasoning and spices,cinnamon,,Eshgh,,,12,,12,1,90,,
2376000,2376000,3960000,Immer,32100000,Pat,0,1584000,12,Bal,12,0,0,40,0,0,0,4000.00%,0,0,0,,140102,330000,10194802297,198000,101948,C,Spices and salt,Seasoning and spices,thyme,,Bala,,,1,Powder,1,1,55,,
2376000,2376000,2376000,Vaksan,24615000,Pat,0,0,12,Deniz,12,0,0,0,0,0,0,0.00%,0,0,0,,140102,198000,10124909956,198000,101249,C,Spices and salt,Seasoning and spices,cinnamon,,Ara,,,2,Powder,2,1,100,,
2593360,2379229.28,2375336,Setare,5301852,Pat,0,192402.216,8,TakhtJamshid,8,3.105999947,0,5,0,0,0,810.00%,9,8.824000359,9,,140101,296917,10152207208,297403.66,101522,C,Spices and salt,Seasoning and spices,black pepper,,Kasif,,,6,,6,1,90,,
2593652,2379497.28,2375336,Setare,8706020,Pat,0,192402.216,8,TakhtJamshid,8,3.095999956,0,5,0,0,0,810.00%,9,8.793999672,9,,140102,296917,10154204096,297437.16,101542,C,Spices and salt,Seasoning and spices,black pepper,,Ame,,,5,,5,1,90,,
2593826,2379656.48,2375336,Setare,7442688,Pat,0,192402.216,8,TakhtJamshid,8,3.089999914,0,5,0,0,0,810.00%,9,6.603000164,9,,140101,296917,10204000404,297457.06,102040,B,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,2,,2,1,90,,
2593916,2379739.04,2375336,Setare,9181226,Pat,0,192402.216,8,TakhtJamshid,8,3.086999893,0,5,0,0,0,810.00%,9,0,9,,140101,296917,10138004732,297467.38,101380,B,Spices and salt,Seasoning and spices,black pepper,,NanBala,,,3,,3,1,90,,
2595639,2381320,2375336,Setare,5942174,Pat,0,190026.88,8,TakhtJamshid,8,3.026000023,0,5,0,0,0,800.00%,9,0,9,,140101,296917,10141404768,297665,101414,B,Spices and salt,Seasoning and spices,black pepper,,Usef,,,6,,6,1,90,,
2595979,2381632.48,2375336,Setare,4399152,Pat,0,190026.88,8,TakhtJamshid,8,3.013999939,0,5,0,0,0,800.00%,9,8.552000046,9,,140101,296917,10142802694,297704.06,101428,B,Spices and salt,Seasoning and spices,black pepper,,Shariat,,,19,,19,1,90,,
2596562,2382166.72,2375336,Setare,6518536,Pat,0,190026.88,8,TakhtJamshid,8,2.993000031,0,5,0,0,0,800.00%,9,0,9,,140101,296917,10204000575,297770.84,102040,B,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,2,,2,1,90,,
2596743,2382333.04,2375336,Setare,7826888,Pat,0,190026.88,8,TakhtJamshid,8,2.986999989,0,5,0,0,0,800.00%,9,0,9,,140101,296917,10102103366,297791.63,101021,A,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,5,,5,1,90,,
2385000,2385000,3180000,Immer,16500000,Pat,0,795000,12,Bal,12,0,0,25,0,0,0,2500.00%,0,0,0,,140101,265000,10176703303,198750,101767,A,Spices and salt,Seasoning and spices,cinnamon,,Fery,,,5,Powder,5,1,100,,
2385936,2385936.36,3588000,Immer,26628000,Pat,0,1201980,12,Bal,12,3.502000093,0,30,0,0,0,3350.00%,0,0,0,,140102,299000,10155405684,198828.03,101554,A,Spices and salt,Seasoning and spices,cumin,,Ame,,,5,Powder,5,2,100,,
2622193,2386197.6,2460000,Sonat,13812000,Pat,0,287820,12,Lor,12,0,0,11.72999954,0,0,0,1170.00%,9.890000343,7.596000195,9.890000343,,140102,205000,10142802740,198849.8,101428,B,Spices and salt,Seasoning and spices,sumac,,Shariat,,,19,,19,1,100,brown,excellent
2604018,2389007.4,2284404,Golijan,6633024,nylon,0,93660.564,12,Golijan,12,1.057000041,0,2.999000072,0,0,0,410.00%,9,8.822999954,9,,140103,190367,10178902029,199083.95,101789,B,Spices and salt,Seasoning and spices,cinnamon,,Reza,,,2,,2,1,75,,
2611250,2395642,2709800,Setare,14413568,Pat,0,512152.2,8,TakhtJamshid,8,2.892999887,0,16,0,0,0,1890.00%,9,8.199999809,9,,140102,338725,10151706204,299455.25,101517,B,Spices and salt,Seasoning and spices,black pepper,,Government,,,3,,3,1,90,,
2613482,2397689.76,2245872,Golijan,39125593,Pat,0,47163.312,12,Golijan,12,2.055000067,0,0,0,0,0,210.00%,9,4.340000153,9,,140101,187156,10163201456,199807.48,101632,A,Spices and salt,Seasoning and spices,garlic powder,,NanBala,,,3,,3,1,80,,
2400000,2400000,2400000,Unknown,11640000,nylon,0,0,12,Ronisa,12,0,0,0,0,0,0,0.00%,0,0,0,,140102,200000,10189402022,200000,101894,D,Spices and salt,Seasoning and spices,sumac,,Ame,,,5,,5,1,0,,
2400000,2400000,2400000,Mahsa,23623999,nylon,0,0,30,Boose,30,0,0,0,0,0,0,0.00%,0,0,0,,140101,80000,10158303598,80000,101583,B,Spices and salt,Seasoning and spices,starch,,Pars,,,4,,4,1,0,,
2400000,2400000,2400000,Unknown,10271984,nylon,0,0,30,Boose,30,0,0,0,0,0,0,0.00%,0,0,0,,140102,80000,10158303577,80000,101583,B,Spices and salt,Seasoning and spices,vanilla,,Pars,,,4,,4,1,0,,
2400000,2400000,2400000,Mahsa,25560000,nylon,0,0,30,Boose,30,0,0,0,0,0,0,0.00%,0,0,0,,140102,80000,10158303509,80000,101583,B,Spices and salt,Seasoning and spices,Turmeric,,Pars,,,4,,4,1,0,,
2400000,2400000,2400000,Sarafraz,53640000,nylon,0,0,8,Baroon,8,0,0,0,0,0,0,0.00%,0,0,0,,140103,300000,10152805519,300000,101528,A,Spices and salt,Seasoning and spices,cinnamon,,Homa,,,2,,2,1,0,,
2616968,2400888.24,2709800,Setare,11712456,Pat,0,506732.6,8,TakhtJamshid,8,2.714999914,0,16,0,0,0,1870.00%,9,0,9,,140103,338725,10141805165,300111.03,101418,B,Spices and salt,Seasoning and spices,black pepper,,Usef,,,6,,6,1,90,,
2623490,2406871.28,2375336,Setare,4112472,Pat,0,166273.52,8,TakhtJamshid,8,3.039000034,0,4,0,0,0,700.00%,9,8.626000404,9,,140101,296917,10178401105,300858.91,101784,A,Spices and salt,Seasoning and spices,black pepper,,Ekbatan,,,5,,5,1,90,,
2630147,2412978.48,2791704,Setare,13366414,Pat,0,577882.728,8,TakhtJamshid,8,2.703000069,0,18,0,0,0,2070.00%,9,7.645999908,9,,140103,348963,10155405678,301622.31,101554,A,Spices and salt,Seasoning and spices,Baking powder,,Ame,,,5,,5,1,140,,
2630543,2413342.32,2487960,Setare,9284644,nylon,0,273675.6,12,TakhtJamshid,12,3.007999897,0,8,0,0,0,1100.00%,9,8.536999702,9,,140102,207330,10106309558,201111.86,101063,B,Spices and salt,Seasoning and spices,thyme,,TehranNew,,,13,,13,1,50,,
2416800,2416800,3180000,Immer,5760000,Pat,0,763200,12,Bal,12,4,0,20,0,0,0,2400.00%,0,0,0,,140102,265000,10138703598,201400,101387,C,Spices and salt,Seasoning and spices,Paprika pepper,,Pars,,,4,Powder,4,1,60,,
2634323,2416810.14,2333946,Golijan,96903114,nylon,0,116697.3,6,Golijan,6,0,0,5,0,0,0,500.00%,9,1.894000053,9,,140103,388991,10139008276,402801.69,101390,B,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,310,,
2419156,2419156.04,2487100,Berlin,6831996,Pat,0,67151.7,14,Pishtaz,14,0,0,2,0,0,0.731999993,270.00%,0,0,0,,140103,177650,10175501281,172796.86,101755,A,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,90,,
2505576,2419256.62,2750000,Ahvaz,4470182,nylon,2,330000,20,Pooya,22,2.936000109,0,0,0,9.090999603,0,1200.00%,0,3.568000078,3.568000078,,140102,125000,10191700860,109966.21,101917,B,Spices and salt,Seasoning and spices,pecan,,Khoob,,,16,,16,1,100,,
2647958,2429319.04,2375336,Setare,2375336,Pat,0,147270.832,8,TakhtJamshid,8,3.171999931,0,3,0,0,0,620.00%,9,0,9,,140102,296917,10143508512,303664.88,101435,B,Spices and salt,Seasoning and spices,black pepper,,Bicharegi,,,11,,11,1,90,,
2651390,2432468,2375336,Setare,3426488,Pat,0,142520.16,8,TakhtJamshid,8,3.049999952,0,3,0,0,0,600.00%,9,8.659000397,9,,140101,296917,10203900569,304058.5,102039,B,Spices and salt,Seasoning and spices,black pepper,,Ahan,,,22,,22,1,90,,
2655364,2436114,2284404,Golijan,33514882,Pat,0,50256.888,12,Golijan,12,2.164000034,0,0,0,0,0,220.00%,9,8.387000084,9,,140102,190367,10152804951,203009.5,101528,A,Spices and salt,Seasoning and spices,Paprika pepper,,Homa,,,2,,2,2,80,,
2437358,2437358,2487100,Berlin,12613792,Pat,0,49742,14,Pishtaz,14,0,0,2,0,0,0,200.00%,0,0,0,,140102,177650,10209500254,174097,102095,B,Spices and salt,Seasoning and spices,Turmeric,,Goli,,,22,,22,1,90,,
2437358,2437358,2487100,Berlin,9878052,Pat,0,49742,14,Pishtaz,14,2,0,0,0,0,0,200.00%,0,0,0,,140103,177650,10193000987,174097,101930,C,Spices and salt,Seasoning and spices,Turmeric,,Bicharegi,,,11,,11,1,90,,
2437358,2437358,2487100,Berlin,11868020,Pat,0,49742,14,Pishtaz,14,0,0,2,0,0,0,200.00%,0,0,0,,140102,177650,10161408669,174097,101614,B,Spices and salt,Seasoning and spices,Turmeric,,Gharb,,,2,,2,1,90,,
2563546,2438430.24,2493128,Setare,10495544,Pat,0,54848.816,8,TakhtJamshid,8,2.194000006,0,0,0,0,0,220.00%,0,5.131000042,5.131000042,,140103,311641,10151706436,304803.78,101517,B,Spices and salt,Seasoning and spices,thyme,,Government,,,3,,3,1,50,,
2510537,2439640.68,2467488,Setare,37179492,nylon,0,27142.368,12,TakhtJamshid,12,1.128999949,0,0,0,0,0,110.00%,0,2.905999899,2.905999899,,140103,205624,10209200822,203303.39,102092,B,Spices and salt,Seasoning and spices,Baking powder,,Restooran,,,1,,1,1,80,,
2661327,2441583.96,2284404,Golijan,36416704,Pat,0,43403.676,12,Golijan,12,1.944000006,0,0,0,0,0,190.00%,9,0.575999975,9,,140102,190367,10183602377,203465.33,101836,C,Spices and salt,Seasoning and spices,Paprika pepper,,Reza,,,2,,2,1,80,,
2662104,2442297.6,2334000,Erste,2334000,nylon,0,93360,12,TakhtJamshid,12,4,0,0,0,0,0,400.00%,9,9,9,,140103,194500,10141805251,203524.8,101418,B,Spices and salt,Seasoning and spices,black pepper,,Usef,,,6,,6,1,40,,
2616166,2442982.5,3115500,Setare,52391238,nylon,0,672948,25,TakhtJamshid,25,1.585999966,0,20,0,0,0,2160.00%,0,7.089000225,7.089000225,,140103,124620,10151509288,97719.3,101515,A,Spices and salt,Seasoning and spices,cardamom,,Janat,,,5,green cardamom,5,1,5,,
2448000,2448000,2448000,Unknown,2448000,nylon,0,0,36,Show,36,0,0,0,0,0,0,0.00%,0,0,0,,140101,68000,10139601973,68000,101396,C,Spices and salt,Seasoning and spices,pecan,,NanBala,,,3,,3,1,0,,
2672721,2452037.52,2375336,Setare,4736872,Pat,0,125892.808,8,TakhtJamshid,8,2.29399991,0,3,0,0,0,530.00%,9,0,9,,140101,296917,10151706124,306504.69,101517,B,Spices and salt,Seasoning and spices,black pepper,,Government,,,3,,3,1,90,,
2674063,2453268.6,2559636,Golijan,205067281,Pat,0,309715.956,12,Golijan,12,3.069000006,0,9,0,0,0,1210.00%,9,5.097000122,9,,140102,213303,10161408466,204439.05,101614,B,Spices and salt,Seasoning and spices,Baking powder,,Gharb,,,2,,2,1,120,,
2460503,2460502.56,2730000,Sabzani,8832000,metal can,0,270270,12,Sabzani,12,1.942000031,0,7.929999828,0,0,0,990.00%,0,0,0,,140102,227500,10126315657,205041.88,101263,A,Spices and salt,Seasoning and spices,curry spice,,Sani,,,1,,1,1,100,,
2696207,2473584.36,2466060,Damavand,4579068,Pat,0,197284.8,12,Golijan,12,1.978000045,0,5.999000072,0,0,0,800.00%,9,4.993999958,9,,140102,205505,10198800587,206132.03,101988,B,Spices and salt,Seasoning and spices,black pepper,,Usef,,,6,,6,1,70,,
2703544,2480315.28,2333946,Golijan,109511042,nylon,0,58348.65,6,Golijan,6,2.503000021,0,0,0,0,0,250.00%,9,3.10800004,9,,140102,388991,10158605941,413385.88,101586,B,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,2,310,,
2706325,2482866.96,2559636,Golijan,37526676,Pat,0,281559.96,12,Golijan,12,2.009000063,0,9,0,0,0,1100.00%,9,5.462999821,9,,140102,213303,10210400243,206905.58,102104,B,Spices and salt,Seasoning and spices,Baking powder,,Jey,,,10,,10,1,120,,
2648314,2485326,2856948,Setare,19904636,nylon,0,371403.24,12,TakhtJamshid,12,3.007999897,0,10,0,0,0,1300.00%,0,6.558000088,6.558000088,,140102,238079,10123013333,207110.5,101230,B,Spices and salt,Seasoning and spices,cinnamon,,Satar,,,2,Wood,2,1,40,A cigarette,
2487100,2487100,2487100,Berlin,20415535,Pat,0,0,14,Pishtaz,14,0,0,0,0,0,0,0.00%,0,0,0,,140102,177650,10176902435,177650,101769,A,Spices and salt,Seasoning and spices,Turmeric,,Ashraf,,,2,,2,1,90,,
2487100,2487100,2487100,Berlin,12779980,Pat,0,0,14,Pishtaz,14,0,0,0,0,0,0,0.00%,0,0,0,,140102,177650,10152805126,177650,101528,A,Spices and salt,Seasoning and spices,Turmeric,,Homa,,,2,,2,1,90,,
2489200,2489200,2540000,Behhh,51891496,nylon,0,50800,20,Ahoora,20,0,0,2,0,0,0,200.00%,0,0,0,,140102,127000,10207100425,124460,102071,B,Spices and salt,Seasoning and spices,cardamom,,Zendan,,,1,,1,1,0,,
2715353,2491149.72,2459004,Golijan,29794528,Pat,0,174589.284,24,Golijan,24,4.116000175,0,10,0,0,0,1420.00%,18,9.446000099,18,,140101,204917,10151202562,207595.81,101512,C,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,130,,
2717258,2492897.64,2333946,Golijan,47837946,nylon,0,46678.92,6,Golijan,6,2.009000063,0,0,0,0,0,200.00%,9,0.448000014,9,,140103,388991,10137903822,415482.94,101379,B,Spices and salt,Seasoning and spices,Turmeric,,Sohan,,,1,,1,1,310,,
2496000,2496000,3840000,Immer,47400000,Pat,0,1344000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140103,320000,10202901050,208000,102029,A,Spices and salt,Seasoning and spices,garlic powder,,Zendan,,,1,,1,1,100,,
2496000,2496000,3840000,Immer,44160000,Pat,0,1344000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140101,320000,10151705902,208000,101517,B,Spices and salt,Seasoning and spices,curry spice,,Government,,,3,,3,1,100,,
2496000,2496000,3840000,Immer,29460000,Pat,0,1344000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140103,320000,10151509180,208000,101515,A,Spices and salt,Seasoning and spices,garlic powder,,Janat,,,5,,5,1,100,,
2496000,2496000,3840000,Immer,44648000,Pat,0,1344000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140102,320000,10151508500,208000,101515,A,Spices and salt,Seasoning and spices,curry spice,,Janat,,,5,,5,1,100,,
2496000,2496000,3840000,Immer,34536000,Pat,0,1344000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140102,320000,10150006847,208000,101500,A,Spices and salt,Seasoning and spices,curry spice,,NanBala,,,3,,3,1,100,,
2500000,2500000,2500000,Unknown,41100000,Pat,0,0,25,Ronisa,25,0,0,0,0,0,0,0.00%,0,0,0,,140102,100000,10185202006,100000,101852,A,Spices and salt,Seasoning and spices,starch,,Hakim,,,4,,4,1,75,,
2726179,2501081.52,2825832,Setare,20098817,nylon,0,531256.416,24,TakhtJamshid,24,2.799999952,0,16,0,0,0,1880.00%,9,6.954999924,9,,140102,117743,10148910048,104211.73,101489,B,Spices and salt,Seasoning and spices,Turmeric,,Satar,,,2,,2,1,80,,
2733818,2508090,2301000,Frueh,25027000,Pat,0,0,3,Binalood,3,0,0,0,0,0,0,0.00%,9,0,9,,140103,767000,10130716538,836030,101307,A,Spices and salt,Seasoning and spices,red pepper,,Sina,,,12,,12,1,500,,
2554702,2511948.96,2589600,Golijan,71394470,nylon,0,77688,12,Golijan,12,0,0,2.999000072,0,0,0,300.00%,0,1.702000022,1.702000022,,140103,215800,10179501959,209329.08,101795,B,Spices and salt,Seasoning and spices,cardamom,,Pars,,,4,,4,2,10,,
2512227,2512226.76,2640000,Herkool,158211600,Pat,0,126720,12,Aroosha,12,2.839999914,0,2,0,0,0,480.00%,0,0,0,,140102,220000,10155004366,209352.23,101550,C,Spices and salt,Seasoning and spices,black pepper,,Satar,,,2,,2,1,80,,
2513511,2513511,2730000,Sabzani,14718000,metal can,0,215670,12,Sabzani,12,0,0,7.929999828,0,0,0,790.00%,0,0,0,,140102,227500,10150007000,209459.25,101500,A,Spices and salt,Seasoning and spices,curry spice,,NanBala,,,3,,3,1,100,,
2520000,2520000,2520000,Behhh,2520000,nylon,0,0,20,Shayan,20,0,0,0,0,0,0,0.00%,0,0,0,,140101,126000,10194801965,126000,101948,C,Spices and salt,Seasoning and spices,cardamom,,Bala,,,1,,1,1,0,One shekel,
2755746,2528207.52,2791704,Setare,10904384,Pat,0,471797.976,8,TakhtJamshid,8,2.915999889,0,14,0,0,0,1690.00%,9,8.267000198,9,,140102,348963,10151107407,316025.94,101511,B,Spices and salt,Seasoning and spices,Baking powder,,Satar,,,2,,2,1,140,,
2762190,2534119.56,2375784,Golijan,15336559,Pat,0,49891.464,12,Golijan,12,2.142999887,0,0,0,0,0,210.00%,9,7.285999775,9,,140101,197982,10139105388,211176.63,101391,C,Spices and salt,Seasoning and spices,curry spice,,Sadegh,,,2,,2,1,80,,
2535000,2535000,3900000,Immer,47400000,Pat,0,1365000,12,Bal,12,0,0,35,0,0,0,3500.00%,0,0,0,,140103,325000,10202901050,211250,102029,A,Spices and salt,Seasoning and spices,red pepper,,Zendan,,,1,,1,1,100,,
2634007,2535917.28,2589600,Golijan,6367788,nylon,0,54381.6,12,Golijan,12,2.072999954,0,0,0,0,0,210.00%,0,3.868000031,3.868000031,,140101,215800,10145002981,211326.44,101450,C,Spices and salt,Seasoning and spices,cardamom,,Vardi,,,7,,7,1,10,,
2765016,2536712.04,2375784,Golijan,10056584,Pat,0,47515.68,12,Golijan,12,2.042000055,0,0,0,0,0,200.00%,9,2.171000004,9,,140101,197982,10102407277,211392.67,101024,B,Spices and salt,Seasoning and spices,curry spice,,Fery,,,5,,5,1,80,,
2536820,2536819.92,2640000,Herkool,87994600,Pat,0,102960,12,Aroosha,12,2.907999992,0,1,0,0,0,390.00%,0,0,0,,140102,220000,10146110126,211401.66,101461,A,Spices and salt,Seasoning and spices,black pepper,,Winner,,,14,,14,1,80,,
2548874,2537582.04,2589600,Golijan,35757340,nylon,0,51792,12,Golijan,12,2.009000063,0,0,0,0,0,200.00%,0,0.444999993,0.444999993,,140102,215800,10174502866,211465.17,101745,C,Spices and salt,Seasoning and spices,cardamom,,Usef,,,6,,6,1,10,,
2537816,2537816.04,2640000,Herkool,37792000,Pat,0,102960,12,Aroosha,12,3,0,0,0,0,0.870999992,390.00%,0,0,0,,140102,220000,10180200927,211484.67,101802,B,Spices and salt,Seasoning and spices,black pepper,,Pars,,,4,,4,1,80,,
2538900,2538900,2730000,Sabzani,2730000,metal can,0,191100,12,Sabzani,12,0,0,7,0,0,0,700.00%,0,0,0,,140101,227500,10178801609,211575,101788,B,Spices and salt,Seasoning and spices,curry spice,,TehranNew,,,13,,13,1,100,,
2538900,2538900,2730000,Sabzani,2730000,metal can,0,191100,12,Sabzani,12,0,0,7,0,0,0,700.00%,0,0,0,,140101,227500,10146110471,211575,101461,A,Spices and salt,Seasoning and spices,curry spice,,Winner,,,14,,14,1,100,,
2643657,2546360.4,2856948,Setare,11649808,nylon,0,311407.332,12,TakhtJamshid,12,2.871000051,0,8,0,0,0,1090.00%,0,3.821000099,3.821000099,,140102,238079,10141608140,212196.7,101416,C,Spices and salt,Seasoning and spices,cinnamon,,Usef,,,6,Wood,6,1,40,A cigarette,
2555840,2555840,2608000,Setare,7528000,Pat,0,52160,8,Irani,8,0,0,2,0,0,0,200.00%,0,0,0,,140101,326000,10204000597,319480,102040,B,Spices and salt,Seasoning and spices,black pepper,,Gharb,,,2,,2,1,90,,
2560800,2560800,2640000,Herkool,4968000,Pat,0,79200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,220000,10195202548,213400,101952,A,Spices and salt,Seasoning and spices,black pepper,,Bala,,,1,,1,1,80,,
2560800,2560800,2640000,Herkool,32770000,Pat,0,79200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,220000,10182502014,213400,101825,A,Spices and salt,Seasoning and spices,black pepper,,Pars,,,4,,4,1,80,,
2560800,2560800,2640000,Herkool,72305600,Pat,0,79200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,220000,10172904964,213400,101729,B,Spices and salt,Seasoning and spices,black pepper,,TehranNew,,,13,,13,1,80,,
2560800,2560800,2640000,Herkool,17488000,Pat,0,79200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140102,220000,10148105473,213400,101481,A,Spices and salt,Seasoning and spices,black pepper,,Pashimani,,,7,,7,1,80,,
2560800,2560800,2640000,Herkool,24492000,Pat,0,79200,12,Aroosha,12,3,0,0,0,0,0,300.00%,0,0,0,,140101,220000,10111808035,213400,101118,B,Spices and salt,Seasoning and spices,black pepper,,War,,,14,,14,1,80,,
2640457,2562928.68,2589600,Golijan,19535288,nylon,0,25896,12,Golijan,12,1.029999971,0,0,0,0,0,100.00%,0,3.025000095,3.025000095,,140103,215800,10182501949,213577.39,101825,A,Spices and salt,Seasoning and spices,cardamom,,Pars,,,4,,4,1,10,,
2796668,2565750.24,2791704,Setare,37628720,Pat,0,438297.528,8,TakhtJamshid,8,2.681999922,0,13,0,0,0,1570.00%,9,5.532000065,9,,140103,348963,10151706017,320718.78,101517,B,Spices and salt,Seasoning and spices,Baking powder,,Government,,,3,,3,1,140,,
2802812,2571387.04,2709800,Setare,15101836,Pat,0,349564.2,8,TakhtJamshid,8,2.943000078,0,10,0,0,0,1290.00%,9,8.345999718,9,,140102,338725,10202900535,321423.38,102029,A,Spices and salt,Seasoning and spices,black pepper,,Zendan,,,1,,1,1,90,,
2803916,2572400.16,2832000,viele,9396000,nylon,4,472944,20,Omid,24,0,0,0,0,16.66699982,0,1670.00%,9,0,9,,140103,118000,10177805002,107183.34,101778,A,Spices and salt,Seasoning and spices,Turmeric,,Aman,,,3,,3,1,80,,
2804934,2573333.52,2709800,Setare,15774004,Pat,0,349564.2,8,TakhtJamshid,8,2.877000093,0,10,0,0,0,1290.00%,9,6.078000069,9,,140103,338725,10149303488,321666.69,101493,C,Spices and salt,Seasoning and spices,black pepper,,Homa,,,2,,2,1,90,,
